,text,sentiment
300,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
301,RT Ozo Akuluouno Southerners are fleeing to Canada due to harsh and toxic living conditions in Nigeria Fulani from other parts of West A ,negative
302,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
303, realDonaldTrump President We know you have our backs We know this is the calm before the biblical storm Trut ,positive
304,Let s pray for everybody s safety ,neutral
305,no better ship for the job and she was built in Ireland ,positive
306,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
307,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
308,She went missing that winter and has not been seen since indicating she passed away Granny was a huge loss not ju ,negative
309,Yes one and she recovered after 3 days she is only 56 it was like a flu ,positive
310,What you re suggesting here is something new Where in this world did this happen That teams camped their players ,neutral
311,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
312, PreetBharara Buy these products now Worlds2020 women BidenHarris2020 ,neutral
313,RT Ranting4Canada For those of you unaware of my entanglements with lawfare from the political establishment I am getting sued for 2 5 m ,negative
314, teslaownerssv Wasn t indoor dining already closed It is in LA at least ,neutral
315,With the unfortunate news that COVID19 is spreading in Contra Costa County the California Department of Public He ,negative
316,Please urge the Canadian government to end the elephant ivory trade in Canada ,neutral
317,you heard it here folks y all fucked over the earth years ago it ain t our damn fault it s yours LMAOOOO ,negative
318,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
319,RT Alimdaad UK As the cold weather starts to set in our teams are delivering essential winter aid for the needy Continue your support ,negative
320,RT Johnheretohelp Was the pathetic Obama Biden response to Swine Flu deliberate Done at China s bidding by their bought and paid for Pol ,negative
321,This is so gorgeous ,positive
322,RT welcomet0nature Lake Louise in Banff National Park Canada ,neutral
323,Breaking news,neutral
324,RT dubuyeonn WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of the ,neutral
325,RT local hotdog RTing this bc ive been without heat in winter and had no idea about these laws leverage i couldve used against my landlord,positive
326,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
327,RT josstheboss The Chinese Flu is looking very American ,neutral
328,RT disclosetv BREAKING Dozens of people are being held hostage on the rooftop of the Ubisoft building in Montreal Canada ,negative
329,RT IGN Update The Montreal police are now evacuating Ubisoft s offices after identifying no threats,negative
330,RT Dior Singer songwriter actor and WeAreOneEXO member Sehun models DiorWinter20 by Kim Jones for EsquireKr ,neutral
331,RT josstheboss The Chinese Flu is looking very American ,neutral
332,RT alfuckuhard The Philippines have had 8 typhoons in the last 2 months while in a pandemic They ve been on lockdown for 8 months Ave ,neutral
333,RT ArzuTunahan elonmusk WORLD POPULATION IS TOO MUCH WE MUST REDUCE says Pfizer funded by IBLIS Bill Gates the lead actor of the g ,positive
334,Everything is over in Montreal Canada Turns out a training ,neutral
335,RT Ketil Isaksen Today a maximum temperature of 9 4 C was recorded at our new weather station in Reindalspasset in the high Arctic Sval ,neutral
336,RT josstheboss The Chinese Flu is looking very American ,neutral
337, Emmi shane Why do you have the shower temperature turned all the way up ,neutral
338, AyshiaRenee TheBaddestMitch But flu can progress into conditions like pneumonia or worsen other chronic issues l ,negative
339,managed to write my tos and now I feel like all of the bones have been liquefied and drained out of me raid s gonna ,neutral
340,RT WillMcAvoyACN They fucking shouldn t And none of it excuses Congressional Leadership from holding a big fucking party in the middle o ,negative
341,RT xbamk Hello If you re reading this please spare some time to pray for the health and safety of the Filipinos especially those who a ,neutral
342,RT JahweelR Please take this nigga ring away,neutral
343,When people come to my place I scan their forehead for their temperature AND ask them what their favorite Smash ga ,positive
344,Since March we have been taking rapid and necessary steps to address the COVID 19 pandemic Our safety measures ha ,positive
345,RT disclosetv BREAKING Dozens of people are being held hostage on the rooftop of the Ubisoft building in Montreal Canada ,negative
346,RT tedcruz They will boycott you They will try to get you fired from your job They will harass your family and threaten your safety ,negative
347,RT akoseff UPDATE GavinNewsom has issued a new statement While our family followed the restaurant s health protocols and took safety ,neutral
348,RT ArthurSchwartz Pelosi blamed the hair salon Newsom blames the restaurant These people never take responsibility for their own behavi ,neutral
349,She ateeee this onee YNWA,neutral
350,RT TLeoni311 Peace of mind safety Dry your tears stand up Listen to the silence smile Go your own way silence gratitude h ,positive
351,RT simonemarie4 Can help but feel Storm Thorgerson already illustrated the US presidential handover ,neutral
352,RT THEIMONATION Laetitia Casta by Valentin Herfray for the Jacquemus Fall Winter 2020 Campaign I ,neutral
353,RT josstheboss The Chinese Flu is looking very American ,neutral
354,RT ESPNCFB This is going to be so good Safety inspired by a true story is coming to disneyplus on Dec 11 ,positive
355,RT sambutwithbooks neil has so many iconic lines but one of my favourites is after he smacks the shit out of riko at the winter banquet amp ,negative
356,Many public health experts predict an unrelenting pandemic climb And now youth sports are moving indoors where tr ,negative
357,We bout to reach mid November and flu season here minus the cold and rain Get it together Qatar,negative
358,RT hannaperan Luaggieweek Day 3 taking care of the flu Yes I am not up to date on this but I plan to finish so here is the fa ,neutral
359,Why has no one mentioned that Nick Mullen is the CEO of Pfizer ,neutral
360, mmasnick lol flu is down because the same things that stop covid stop the flu ,neutral
361,Flu vaccine Coronavirus symptom positive COVID test DNA Harvesting ,positive
362,Damn storm,neutral
363,RT tedcruz They will boycott you They will try to get you fired from your job They will harass your family and threaten your safety ,negative
364,I say this with as much bass as I can muster You are a fucking idiot Thank you for coming to my Ted talk,negative
365,RT pdxalerts Furthermore ,neutral
366,RT grace hase Breaking Santa Clara County is closing indoor dining effective Tuesday ,positive
367,RT mstatiana This morning I ordered hot coffee instead of iced Safe to say I have officially entered winter mode ,positive
368,RT Snellk Seeing people joking about the SPVM operation at Ubisoft People are barricaded on the roof and we don t know that s happening ,neutral
369,RT buriedbybooks LACaldwellDC SpeakerPelosi Shame on you SpeakerPelosi As we ask milllions of Americans to sacrifice their Thanksgiv ,neutral
370,RT IWGBunion BREAKING We won our groundbreaking legal challenge against the government about extending health and safety rights to pr ,positive
371,RT josstheboss The Chinese Flu is looking very American ,neutral
372,RT josstheboss The Chinese Flu is looking very American ,neutral
373, TheEconomist You are fake news people from The Economist There is no corona virus pandemic nor a killervirus C ,negative
374, lexuh may Yep I am with you I don t get a flu shot and I won t be getting a COVID shot,positive
375,RT MikeElgan Why the key factors are 1 ventilation 2 mask wearing 3 talking shouting or singing 4 time ,neutral
376,RT GovernorVA New mitigation measures will go into effect at midnight on Sunday November 15 and include 1 25 person limit on indoor a ,negative
377,We now have our 30th named tropical storm TS Iota Man caused global warming is real ,neutral
378,Conspiracy and disinformation America s new politics Financial Times has been published on Canada News Media ,neutral
379,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
380,RT hhynjjn tw flood this is the situation in cagayan atm and i m vv speechless rn they need more help so if ever you have spare pl ,neutral
381,RT josstheboss The Chinese Flu is looking very American ,neutral
382,RT joebonsall My wife Snow White put out some new kind of food for our deer check momma and her young daughter they LOVE it ,neutral
383, liliavna safety net,neutral
384,RT josstheboss The Chinese Flu is looking very American ,neutral
385,RT Seanponty Really nice quality kit this season and the Rainbow shirt is brilliant,positive
386,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
387, meldoyle1 Yes GPV V is the Canadian stock trades on the TSX I am from Canada GP is the NASDAQ ,neutral
388, The police evacuate people from the Ubisoft building in Montreal where the hostage situation turned out to be ,negative
389, While our family followed the restaurant s health protocols and took safety precautions we should have modeled be ,neutral
390,RT IGN Update The Montreal police are now evacuating Ubisoft s offices after identifying no threats,negative
391,RT JoyceDeBacco Falling in love is only one challenge for the Storm family of Montana 4 book Series MountainMan WomensFiction Romanc ,positive
